Year,State_Abbr,State,Indicator,Percent,Low CI,High CI,Sample Size
2010,NE,Nebraska,Percent of breastfed infants who were supplemented with infant formula before 3 months,29.5,21.2,39.3,167
2012,ME,Maine,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.5,9.2,22.1,217
2014,FL,Florida,Percent of infants who were breastfed at 12 months,27.9,22.1,34.6,354
2009,TX,Texas,Percent of infants who were breastfed at 6 months,44.8,40.9,48.6,2271
2013,CT,Connecticut,Percent of infants who were exclusively breastfed through 6 months,21.4,16.4,27.3,247
2005,DE,Delaware,Percent of infants who were ever breastfed,64.3,58.3,69.8,418
2011,NY,New York,Percent of infants who were breastfed at 6 months,55.8,50.9,60.6,539
2006,MS,Mississippi,Percent of infants who were ever breastfed,47.6,42.2,53,500
2011,SD,South Dakota,Percent of breastfed infants who were supplemented with infant formula before 3 months,15.9,9.4,25.6,123
2008,SC,South Carolina,Percent of breastfed infants who were supplemented with infant formula before 3 months,35.4,28.1,43.4,188
2014,SC,South Carolina,Percent of infants who were breastfed at 6 months,40.5,34.4,46.9,320
2003,IN,Indiana,Percent of infants who were ever breastfed,67.2,61,72.9,497
2000,KY,Kentucky,Percent of infants who were breastfed at 6 months,16.8,9.5,27.9,136
2011,NH,New Hampshire,Percent of infants who were breastfed at 12 months,32.9,26.4,40.1,230
2003,WI,Wisconsin,Percent of infants who were breastfed at 12 months,18.1,14.7,21.9,668
2001,NJ,New Jersey,Percent of infants who were breastfed at 6 months,38.5,32.6,44.8,818
2010,DE,Delaware,Percent of infants who were breastfed at 12 months,22.8,17.4,29.1,268
2005,CA,California,Percent of infants who were exclusively breastfed through 3 months,41.7,37.2,46.2,1467
2007,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula before 6 months,35.9,28.5,44.1,168
2008,WA,Washington,Percent of infants who were breastfed at 6 months,60.5,54.9,65.8,520
2006,AR,Arkansas,Percent of infants who were breastfed at 6 months,30.1,25.2,35.5,440
2008,AL,Alabama,Percent of breastfed infants who were supplemented with infant formula before 3 months,35.4,27.9,43.7,195
2016,NE,Nebraska,Percent of infants who were breastfed at 6 months,58.3,50.7,65.6,225
2016,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,20.1,13.1,29.5,195
2005,SC,South Carolina,Percent of infants who were breastfed at 12 months,16.8,13.1,21.4,471
2010,DC,District of Columbia,Percent of infants who were breastfed at 12 months,23.9,18.8,29.8,319
2014,PR,Puerto Rico,Percent of infants who were breastfed at 6 months,38.1,33.2,43.2,511
2005,IL,Illinois,Percent of breastfed infants who were supplemented with infant formula before 3 months,33.6,28.4,39.2,580
2010,NE,Nebraska,Percent of infants who were breastfed at 12 months,20.9,15.1,28.1,240
2002,DE,Delaware,Percent of infants who were breastfed at 6 months,30,24.8,35.8,346
2010,OR,Oregon,Percent of infants who were breastfed at 6 months,65.1,57.6,72,254
2012,MO,Missouri,Percent of infants who were exclusively breastfed through 6 months,18.5,13.2,25.3,259
2004,CT,Connecticut,Percent of infants who were ever breastfed,78.1,72.9,82.5,399
2005,AR,Arkansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,27.7,21.4,34.9,289
2016,NJ,New Jersey,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,26.6,21.3,32.8,369
2005,AR,Arkansas,Percent of infants who were breastfed at 6 months,29.9,24.9,35.5,418
2011,SC,South Carolina,Percent of breastfed infants who were supplemented with infant formula before 3 months,37.5,28.2,47.7,147
2010,NE,Nebraska,Percent of infants who were ever breastfed,83.4,77,88.3,240
2005,MO,Missouri,Percent of infants who were exclusively breastfed through 3 months,30,24.6,36,378
2004,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula before 6 months,37.6,29.4,46.6,156
2005,VA,Virginia,Percent of breastfed infants who were supplemented with infant formula before 3 months,38.9,31.7,46.6,268
2012,NE,Nebraska,Percent of breastfed infants who were supplemented with infant formula before 3 months,22.8,15.8,31.7,174
2009,KS,Kansas,Percent of infants who were breastfed at 12 months,23,18.3,28.5,433
2011,AR,Arkansas,Percent of infants who were ever breastfed,67.1,58.5,74.8,220
2005,VA,Virginia,Percent of infants who were exclusively breastfed through 6 months,15.2,11.1,20.5,404
2014,KY,Kentucky,Percent of infants who were exclusively breastfed through 6 months,18.5,13.9,24,258
2008,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,28.5,22.7,35.1,309
2014,ND,North Dakota,Percent of infants who were breastfed at 6 months,61.1,53.7,68,231
2007,ID,Idaho,Percent of infants who were exclusively breastfed through 3 months,44.7,38.4,51.1,302
2006,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula before 6 months,35.4,27.9,43.6,213
2005,IL,Illinois,Percent of infants who were breastfed at 6 months,39.2,34.9,43.6,1028
2012,AZ,Arizona,Percent of infants who were ever breastfed,75.3,67.2,81.9,276
2006,MO,Missouri,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.4,12.7,23.2,324
2004,AZ,Arizona,Percent of infants who were breastfed at 6 months,43.7,39.2,48.2,710
2003,WA,Washington,Percent of infants who were breastfed at 6 months,53.4,48.5,58.2,672
2004,IA,Iowa,Percent of infants who were exclusively breastfed through 6 months,13.2,9.5,18.1,305
2016,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,20.3,14.8,27.3,204
2005,IA,Iowa,Percent of infants who were ever breastfed,73.4,67,78.9,279
2008,CT,Connecticut,Percent of infants who were ever breastfed,77,70.7,82.3,413
2016,RI,Rhode Island,Percent of infants who were exclusively breastfed through 3 months,41.2,34.7,48,242
2004,CO,Colorado,Percent of infants who were exclusively breastfed through 6 months,11.6,7.7,17.3,278
2002,SD,South Dakota,Percent of infants who were ever breastfed,70.4,63.5,76.4,344
2014,OH,Ohio,Percent of infants who were breastfed at 6 months,47.3,40.4,54.4,282
2010,IN,Indiana,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,20.5,14.3,28.5,205
2013,MA,Massachusetts,Percent of infants who were ever breastfed,87.4,82.3,91.1,343
2001,IA,Iowa,Percent of infants who were ever breastfed,68,61.8,73.6,304
2016,NY,New York,Percent of infants who were exclusively breastfed through 3 months,42.4,37.5,47.4,578
2010,CA,California,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.8,23.8,41.1,228
2009,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula before 6 months,47.3,38.9,55.9,203
2016,IN,Indiana,Percent of infants who were exclusively breastfed through 6 months,27.4,21.9,33.6,293
2012,MS,Mississippi,Percent of infants who were exclusively breastfed through 6 months,10,6.3,15.5,232
2015,VI,Virgin Islands,Percent of infants who were exclusively breastfed through 6 months,19.9,12.8,29.5,129
2016,NY,New York,Percent of breastfed infants who were supplemented with infant formula before 3 months,37.9,32.5,43.7,458
2002,NJ,New Jersey,Percent of infants who were breastfed at 12 months,17,13.1,21.8,796
2014,OH,Ohio,Percent of breastfed infants who were supplemented with infant formula before 6 months,34.6,26.1,44.3,145
2006,ND,North Dakota,Percent of infants who were breastfed at 12 months,21.6,17.2,26.8,322
2012,OH,Ohio,Percent of breastfed infants who were supplemented with infant formula before 6 months,32.5,22.4,44.6,116
2013,ME,Maine,Percent of infants who were exclusively breastfed through 6 months,32,25.5,39.2,248
2005,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula before 3 months,21.6,16,28.5,210
2007,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,20.5,15.6,26.3,331
2013,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.1,13.5,26.3,228
2006,AR,Arkansas,Percent of infants who were exclusively breastfed through 6 months,7.9,5.7,10.9,431
2014,TX,Texas,Percent of breastfed infants who were supplemented with infant formula before 6 months,35.8,31.4,40.6,881
2015,NH,New Hampshire,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,11.4,7.4,17.2,244
2006,IL,Illinois,Percent of infants who were breastfed at 6 months,41.2,37.1,45.5,1232
2009,UT,Utah,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.6,17,29.4,321
2006,RI,Rhode Island,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,21.7,15.7,29.2,246
2005,NH,New Hampshire,Percent of breastfed infants who were supplemented with infant formula before 6 months,39,31.1,47.5,160
2005,MA,Massachusetts,Percent of infants who were breastfed at 6 months,47,40.4,53.7,329
2008,WV,West Virginia,Percent of infants who were breastfed at 12 months,13.5,10.7,16.8,461
2011,MD,Maryland,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,23.3,16.1,32.5,272
2013,NY,New York,Percent of infants who were breastfed at 6 months,55.8,51.4,60.1,700
2013,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula before 6 months,30.7,22.6,40.2,166
2008,NH,New Hampshire,Percent of infants who were ever breastfed,81.9,75.7,86.7,338
2006,MO,Missouri,Percent of infants who were exclusively breastfed through 6 months,9.9,7.2,13.4,434
2006,OH,Ohio,Percent of breastfed infants who were supplemented with infant formula before 6 months,43.4,34.3,52.9,142
2009,ME,Maine,Percent of infants who were ever breastfed,74,67.6,79.4,335
2011,OK,Oklahoma,Percent of infants who were exclusively breastfed through 6 months,15.5,11.5,20.6,295
2014,AR,Arkansas,Percent of infants who were exclusively breastfed through 6 months,19.1,13.8,25.7,246
2015,PR,Puerto Rico,Percent of infants who were ever breastfed,85.9,80.9,89.7,360
2007,CA,California,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,27,22.4,32.1,613
2010,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula before 6 months,39.7,29.7,50.6,139
2005,CO,Colorado,Percent of infants who were exclusively breastfed through 6 months,14.8,10.8,20.1,345
2012,FL,Florida,Percent of infants who were ever breastfed,81.6,73.9,87.5,248
2014,FL,Florida,Percent of breastfed infants who were supplemented with infant formula before 3 months,26.4,18.8,35.6,237
2016,MS,Mississippi,Percent of infants who were ever breastfed,63.4,57.5,69,421
2005,ND,North Dakota,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,10.9,7.4,15.8,234
2000,CT,Connecticut,Percent of infants who were breastfed at 6 months,44.9,31.9,58.6,140
2011,WI,Wisconsin,Percent of infants who were breastfed at 12 months,26.2,20.2,33.1,213
2010,NH,New Hampshire,Percent of infants who were breastfed at 12 months,30.5,24.5,37.2,248
2014,AR,Arkansas,Percent of infants who were breastfed at 6 months,37.2,30.5,44.6,252
2003,MS,Mississippi,Percent of infants who were breastfed at 6 months,18.1,14.4,22.5,440
2010,WV,West Virginia,Percent of infants who were exclusively breastfed through 3 months,27,20.8,34.2,227
2001,SC,South Carolina,Percent of infants who were breastfed at 6 months,27.4,22,33.6,303
2003,LA,Louisiana,Percent of infants who were ever breastfed,48,43.2,52.7,716
2004,WY,Wyoming,Percent of breastfed infants who were supplemented with infant formula before 6 months,31.4,24.3,39.5,182
2009,IA,Iowa,Percent of infants who were breastfed at 12 months,26.2,20.9,32.3,343
2012,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula before 3 months,18.3,12.5,25.9,163
2005,MN,Minnesota,Percent of infants who were breastfed at 12 months,24.1,19.3,29.6,360
2005,AL,Alabama,Percent of infants who were ever breastfed,54.9,48.6,61.1,379
2004,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula before 6 months,45.3,37.1,53.7,288
2011,VT,Vermont,Percent of infants who were exclusively breastfed through 3 months,60.5,53.6,67.1,260
2002,AR,Arkansas,Percent of infants who were ever breastfed,55.2,47.8,62.4,307
2010,AR,Arkansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,25.2,17.6,34.7,177
2007,UT,Utah,Percent of infants who were exclusively breastfed through 3 months,39.6,33.9,45.7,408
2009,WA,Washington,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,18.4,13.8,24.2,328
2004,ID,Idaho,Percent of infants who were exclusively breastfed through 3 months,44,37.5,50.7,253
2007,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,15.1,10.8,20.8,266
2005,TX,Texas,Percent of infants who were exclusively breastfed through 3 months,31.1,27.3,35.2,1831
2009,NJ,New Jersey,Percent of infants who were breastfed at 6 months,48.3,42.7,53.9,469
2001,WV,West Virginia,Percent of infants who were breastfed at 12 months,10.9,8,14.7,340
2007,FL,Florida,Percent of breastfed infants who were supplemented with infant formula before 6 months,45.3,37.2,53.7,222
2004,DE,Delaware,Percent of infants who were breastfed at 6 months,37,31.5,43,383
2014,SD,South Dakota,Percent of infants who were exclusively breastfed through 3 months,55.1,48.4,61.6,277
2015,ND,North Dakota,Percent of infants who were breastfed at 12 months,33.4,26.8,40.8,234
2013,LA,Louisiana,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.7,23,42,130
2012,MI,Michigan,Percent of infants who were exclusively breastfed through 6 months,17.1,11.6,24.3,217
2006,NM,New Mexico,Percent of infants who were exclusively breastfed through 3 months,33.3,28.1,38.9,405
2004,CO,Colorado,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.1,15.3,30.7,242
2009,MN,Minnesota,Percent of breastfed infants who were supplemented with infant formula before 3 months,36.5,29.4,44.3,260
2008,SD,South Dakota,Percent of infants who were breastfed at 12 months,22.4,18.1,27.5,363
